DiseaseName	DiseaseID
Vascular Neoplasms	D019043
Acute Generalized Exanthematous Pustulosis	D056150
Articulation Disorders	D001184
Cardiac Complexes, Premature	D005117
Facial Neuralgia	D005156
Leukemoid Reaction	D007955
Micrognathism	D008844
Multicystic Dysplastic Kidney	D021782
Pseudolymphoma	D019310
Purpura, Thrombocytopenic	D011696
Otitis Externa	D010032
Rectal Diseases	D012002
Placenta, Retained	D018457
Athetosis	D001264
Nocturnal Myoclonus Syndrome	D020189
Paraphilic Disorders	D010262
Amyopathic dermatomyositis	C538250
Anti-Glomerular Basement Membrane Disease	D019867
Choanal Atresia	D002754
Euthyroid Sick Syndromes	D005067
Monoclonal Gammopathy of Undetermined Significance	D008998
Carbon Monoxide Poisoning	D002249
Conotruncal cardiac defects	C535464
Auditory neuropathy	C538268
Uterine Rupture	D014597
Granulosa cell tumor of the ovary	C537296
Leukemia L1210	D007939
Neoplasms, Neuroepithelial	D018302
Striatonigral Degeneration	D020955
Invasive Pulmonary Aspergillosis	D055744
Radiodermatitis	D011855
Iatrogenic Disease	D007049
Dermatitis, Phototoxic	D017484
Pleuropneumonia	D011001
Salpingitis	D012488
Vaginosis, Bacterial	D016585
Bacteroides Infections	D001442
Osteomyelitis	D010019
Bordetella Infections	D001885
Whooping Cough	D014917
Cross Infection	D003428
Meningitis, Pneumococcal	D008586
Borrelia Infections	D001899
Central Nervous System Bacterial Infections	D020806
Cerebral Ventriculitis	D058565
Cholecystolithiasis	D041761
Liver Abscess	D008100
Lyme Disease	D008193
Lyme Neuroborreliosis	D020852
Nocardia Infections	D009617
Otitis	D010031
Superinfection	D015163
Fibromyalgia	D005356
Rhabdomyolysis, Cerivastatin-Induced	C563387
Hyperamylasemia	D034321
Hypopharyngeal Neoplasms	D007012
Maxillary Sinus Neoplasms	D008444
Colonic Pseudo-Obstruction	D003112
Tinea	D014005
Acanthamoeba Keratitis	D015823
Dental Plaque	D003773
Hyalohyphomycosis	D060605
Knee Injuries	D007718
Osteochondritis	D010007
Tooth Demineralization	D017001
Tooth Discoloration	D014075
Glossitis	D005928
Rotavirus Infections	D012400
Paralysis, Obstetric	D010246
Chikungunya Fever	D065632
Feline Infectious Peritonitis	D016766
Hand, Foot and Mouth Disease	D006232
Liver Abscess, Amebic	D008101
Mucinoses	D017520
Urethral Diseases	D014522
Vacuolar myopathy	C536522
Dysentery, Amebic	D004404
Adrenocortical Hyperfunction	D000308
Insect Bites and Stings	D007299
Schizophrenia, Catatonic	D012560
Diabetic Coma	D003926
Enterocolitis, Pseudomembranous	D004761
Food Addiction	D000073932
Rodent Diseases	D012376
Sex Chromosome Aberrations	D012729
Child Nutrition Disorders	D015362
Cholera	D002771
High serum cholesterol, familial	C538646
Nocturnal Enuresis	D053206
Intestinal Fistula	D007412
Pathological Conditions, Signs and Symptoms	D013568
Condylomata Acuminata	D003218
Nutritional and Metabolic Diseases	D009750
Peptic Ulcer Perforation	D010439
Scleritis	D015423
Zollinger-Ellison Syndrome	D015043
Hyperparathyroidism, Primary	D049950
Rabies	D011818
Salmonella Food Poisoning	D012478
Anthrax	D000881
Enterobacteriaceae Infections	D004756
Mycobacterium avium-intracellulare Infection	D015270
Osteitis	D010000
Rectal Fistula	D012003
Tendon Injuries	D013708
Tuberculosis, Spinal	D014399
Enterocolitis, Neutropenic	D044504
Fallopian Tube Neoplasms	D005185
Histiocytic Disorders, Malignant	D015620
Mediastinitis	D008480
Paraganglioma, Extra-Adrenal	D010236
Proctitis	D011349
Retroperitoneal liposarcoma	C538370
Teratoma	D013724
Body Dysmorphic Disorders	D057215
Beriberi	D001602
Keshan disease	C536166
Lichen Planus	D008010
Vaginal Diseases	D014623
Vulvar Diseases	D014845
Leprosy, Borderline	D015439
Leprosy, Lepromatous	D015440
Leprosy, Multibacillary	D056006
Splenic Infarction	D013159
Pelvic Pain	D017699
Aphonia	D001044
Hoarding Disorder	D000067836
Neurodermatitis	D009450
Night Terrors	D020184
Varicose Ulcer	D014647
Borderline Personality Disorder	D001883
Bulimia Nervosa	D052018
Coronary Occlusion	D054059
Fecal Impaction	D005244
Myokymia	D020385
Paraproteinemias	D010265
Bites and Stings	D001733
Hypertensive Nephropathy	C563161
Protozoan Infections, Animal	D011529
Heavy Metal Poisoning, Nervous System	D020260
Carotid Artery, Internal, Dissection	D020215
Abdomen, Acute	D000006
Accelerated Idioventricular Rhythm	D016170
Anterior Spinal Artery Syndrome	D020759
Atresia of small intestine	C538260
Basal Ganglia Cerebrovascular Disease	D020144
Basal Ganglia Hemorrhage	D020145
Cluster Headache	D003027
Cryoglobulinemia	D003449
Encephalomyelitis, Acute Disseminated	D004673
Endarteritis	D004692
Facial Injuries	D005151
Fetal Membranes, Premature Rupture	D005322
Fibromuscular Dysplasia	D005352
Finger Injuries	D005383
Flank Pain	D021501
Gastroschisis	D020139
Gingival Diseases	D005882
Gingival Recession	D005889
Granuloma, Lethal Midline	D006103
Hemoperitoneum	D006465
Hydranencephaly	D006832
Iliac Aneurysm	D017543
Infarction, Posterior Cerebral Artery	D020762
Intracranial Arterial Diseases	D020765
Intussusception	D007443
Kleeblattschaedel syndrome	C536884
Lip Diseases	D008047
Meconium Aspiration Syndrome	D008471
Mediastinal Emphysema	D008478
Mobius Syndrome	D020331
Mononeuropathies	D020422
Neoplasms, Fibrous Tissue	D018218
Nose Deformities, Acquired	D009667
Oral Fistula	D016155
Orbital Cellulitis	D054517
Paranasal Sinus Diseases	D010254
Placenta Accreta	D010921
Pneumopericardium	D011026
Poland Syndrome	D011045
Pregnancy Complications, Hematologic	D011250
Pulmonary Infarction	D054060
Putaminal Hemorrhage	D020146
Reactive Attachment Disorder	D019962
Respiratory Tract Fistula	D016156
Sialometaplasia, Necrotizing	D012797
Subcutaneous Emphysema	D013352
Syphilis, Congenital	D013590
Temporomandibular Joint Dysfunction Syndrome	D013706
Tooth Erosion	D014077
Vascular Headaches	D014653
Aphasia, Broca	D001039
Embolism, Air	D004618
Stomatitis, Aphthous	D013281
Sweet Syndrome	D016463
Metrorrhagia	D008796
Neurasthenia	D009440
Upper Extremity Deep Vein Thrombosis	D056824
Vaginal Discharge	D019522
Lateral Sinus Thrombosis	D020227
Copper Toxicosis, Idiopathic	C565846
Disease	D004194
Neoplasm Micrometastasis	D061206
Scleral Diseases	D015422
Metal Metabolism, Inborn Errors	D008664
Aneurysm, False	D017541
Barotrauma	D001469
Chilblains	D002647
Infarction, Anterior Cerebral Artery	D020243
Nails, Malformed	D009264
Pneumonia, Lipid	D011017
Pneumoperitoneum	D011027
Sprains and Strains	D013180
Meningeal Carcinomatosis	D055756
Coagulation Protein Disorders	D020147
Shellfish Poisoning	D057096
Spinal Diseases	D013122
Iridocyclitis	D015863
Adenomatosis, Pulmonary	D018255
Blepharophimosis	D016569
Cavernous Sinus Thrombosis	D020226
Desmoplastic Small Round Cell Tumor	D058405
Dyspnea, Paroxysmal	D004418
Myelinolysis, Central Pontine	D017590
Pyelitis	D011702
Rheumatoid Vasculitis	D056653
Keratoconjunctivitis Sicca	D007638
Sebaceous Gland Diseases	D012625
Spermatic Cord Torsion	D013086
Uveitis, Posterior	D015866
Choristoma	D002828
Leukemia, B-Cell	D015448
Leukemia, Radiation-Induced	D007953
Myelitis, Transverse	D009188
Otitis Media with Effusion	D010034
Pregnancy Complications, Neoplastic	D011252
Pseudobulbar Palsy	D020828
Premature Ejaculation	D061686
Hypoproteinemia	D007019
Leukemic Infiltration	D017254
Voice Disorders	D014832
Dermatitis Herpetiformis	D003874
Granuloma Annulare	D016460
Leprosy, Tuberculoid	D015441
Corynebacterium Infections	D003354
Leukemia, Myeloid, Chronic-Phase	D015466
Multiple Chronic Conditions	D000071069
Maternal Death	D063130
Endocrine Gland Neoplasms	D004701
Nasopharyngitis	D009304
Thalassemia	D013789
Porcine Reproductive and Respiratory Syndrome	D019318
Bulimia	D002032
Cerebral Hemorrhage, Traumatic	D020202
Granuloma, Laryngeal	D006102
Laryngostenosis	D007829
Opportunistic Infections	D009894
Shoulder Pain	D020069
Striae Distensae	D057896
Toxoplasmosis, Cerebral	D016781
Pulmonary Valve Insufficiency	D011665
Trauma and Stressor Related Disorders	D000068099
Motion Sickness	D009041
Laryngitis	D007827
Sheep Diseases	D012757
Dissociative Disorders	D004213
Hysteria	D007046
Omphalocele exstrophy imperforate anus	C537748
Hyperglycemic Hyperosmolar Nonketotic Coma	D006944
Laryngomalacia	D055092
Nesidioblastosis	D046768
Preeclamptic toxemia	C538543
Hydrothorax	D006876
Genitourinary Tract Anomalies	C564424
Pregnancy, Prolonged	D011273
Cat Diseases	D002371
Helminthiasis, Animal	D006374
Hymenolepiasis	D006925
Nematode Infections	D009349
Oxyurida Infections	D017194
Flatulence	D005414
Corneal Edema	D015715
Morning Sickness	D048968
Pyloric Stenosis	D011707
Fanconi like syndrome	C536855
Pancreatic Pseudocyst	D010192
Myopathy, Mitochondrial, Lethal Infantile	C564017
Tetraploidy	D057891
Chorioretinitis	D002825
Loiasis	D008118
Carcinoma, Adenosquamous	D018196
Cystadenocarcinoma	D003536
Parovarian Cyst	D010310
Spermatocele	D013088
Uterine Cervical Diseases	D002577
Varicocele	D014646
Pulmonary Heart Disease	D011660
Chagas Cardiomyopathy	D002598
Cheyne-Stokes Respiration	D002639
Ebstein Anomaly	D004437
Tachycardia, Ectopic Atrial	D013612
Lambert-Eaton Myasthenic Syndrome	D015624
Leg Ulcer	D007871
Pre-Excitation Syndromes	D011226
Sweating, Gustatory	D013547
Endolymphatic Hydrops	D018159
Babesiosis	D001404
Osteoarthropathy, Secondary Hypertrophic	D010005
Aortitis	D001025
Febrile Neutropenia	D064147
Choroid Diseases	D015862
Endocardial Fibroelastosis	D004695
Esophageal Atresia	D004933
Esophageal atresia with or without tracheoesophageal fistula	C531835
Familial primary gastric lymphoma	C535648
VACTERL association	C536495
Dirofilariasis	D004184
Pelvic Infection	D034161
Suppuration	D013492
Uterine Cervicitis	D002575
Placental Insufficiency	D010927
Gingival Hemorrhage	D005884
Galactorrhea-Hyperprolactinemia	C535402
Eye Infections, Fungal	D015821
Piedra	D010854
Ototoxicity	D000081015
Esophageal Spasm, Diffuse	D015155
Carcinoma, Signet Ring Cell	D018279
Head Injuries, Closed	D016489
Virilism	D014770
Extensively Drug-Resistant Tuberculosis	D054908
Staphylococcal Food Poisoning	D013202
Keratoconjunctivitis	D007637
Spondylitis	D013166
Foot-and-Mouth Disease	D005536
Croup	D003440
Fatigue Syndrome, Chronic	D015673
Pallor	D010167
Juvenile osteoporosis	C537700
Leriche Syndrome	D007925
Myocardial Bridging	D054084
Campylobacter Infections	D002169
Biliary Dyskinesia	D001657
Tibial Fractures	D013978
Toxemia	D014115
Uterine Prolapse	D014596
Tuberculosis, Central Nervous System	D020306
Tuberculosis, Lymph Node	D014388
Tuberculosis, Miliary	D014391
Tuberculosis, Osteoarticular	D014394
Tuberculosis, Pleural	D014396
Aortopulmonary Septal Defect	D001028
Cerebellar Hypoplasia	C562568
cyclopia sequence	C562573
Korsakoff Syndrome	D020915
Marchiafava-Bignami Disease	D054319
Sleepiness	D000077260
Tooth Injuries	D018677
Tooth Loss	D016388
Sexual and Gender Disorders	D019968
Tricuspid Atresia	D018785
Bird Diseases	D001715
Hypodermyiasis	D007000
Mucocele	D009078
Adenosarcoma	D018195
Pregnancy Complications, Parasitic	D015597
Palatal Neoplasms	D010157
Hemorrhagic Fevers, Viral	D006482
Henipavirus Infections	D045464
Epilepsy, Reflex	D020195
Epileptic encephalopathy, Lennox-Gastaut type	C535500
Ascaridida Infections	D017191
Hematoma, Subdural, Intracranial	D046648
Postphlebitic Syndrome	D011186
Retrobulbar Hemorrhage	D019315
Splenic Rupture	D013161
Ulnar Neuropathies	D020424
Bladder Exstrophy	D001746
Mental Fatigue	D005222
Skin Diseases, Bacterial	D017192
Soft Tissue Infections	D018461
Sigmoid Neoplasms	D012811
Candidiasis, Cutaneous	D002179
Tinea Pedis	D014008
Tinea Versicolor	D014010
Hypertensive Retinopathy	D058437
Snoring	D012913
Angioid Streaks	D000793
Rupture	D012421
Skin and Connective Tissue Diseases	D017437
Blepharitis	D001762
Cicatrix	D002921
Duodenal Neoplasms	D004379
Ectropion	D004483
Oculomotor Nerve Diseases	D015840
Parotid Neoplasms	D010307
Scleroderma, Limited	D045745
Hypochondriasis	D006998
Sprue, Tropical	D013182
Formaldehyde poisoning	C537268
Human Herpesvirus 6 encephalitis	C538117
Hypophosphatemia, Familial	D007015
Potassium Deficiency	D011191
Kashin-Beck Disease	D057767
Urinoma	D053584
Phantom Limb	D010591
Trochlear Nerve Diseases	D020432
Thalamic Diseases	D013786
Bunyaviridae Infections	D002044
Coronaviridae Infections	D003333
Flaviviridae Infections	D018178
Paramyxoviridae Infections	D018184
Picornaviridae Infections	D010850
Rift Valley Fever	D012295
Sertoli Cell-Only Syndrome	D054331
Germinoma	D018237
Prosthesis-Related Infections	D016459
Sciatica	D012585
Carcinoid Heart Disease	D002275
Tinea Capitis	D014006
Cryptosporidiosis	D003457
Dystonia Musculorum Deformans	D004422
Schizophrenia, Disorganized	D012562
Sleep Disorders, Intrinsic	D020919
Halothane Hepatitis	C562477
Familial cerebral cavernous malformation	C536610
Mitral Valve Stenosis	D008946
Subarachnoid Hemorrhage, Traumatic	D020206
Hepatitis D	D003699
Vulvovaginitis	D014848
Pulmonary Atelectasis	D001261
Laryngopharyngeal Reflux	D057045
Anemia, Pernicious	D000752
Eye Burns	D005126
Ochronosis	D009794
Mixed Connective Tissue Disease	D008947
Firesetting Behavior	D005391
Neoplasms, Connective Tissue	D009372
Fetal Hypoxia	D005311
Poultry Diseases	D011201
Vulvitis	D014847
Agnosia	D000377
Malignant mesenchymal tumor	C535700
Actinomycosis	D000196
Bacillaceae Infections	D016863
Schizotypal Personality Disorder	D012569
Granuloma, Pyogenic	D017789
AIDS-Associated Nephropathy	D016263
Lymphangiectasis, Intestinal	D008201
Athletic Injuries	D001265
Cecal Diseases	D002429
Sarcoidosis, Pulmonary	D017565
Submandibular Gland Diseases	D013364
Urethral Obstruction	D014524
Parasomnias	D020447
Protozoan Infections	D011528
Pseudorabies	D011557
Latent Tuberculosis	D055985
Pellagra	D010383
Tuberculosis, Gastrointestinal	D014385
Tuberculosis, Meningeal	D014390
Vitamin B 6 Deficiency	D026681
Accutane embryopathy	C535670
Isotretinoin embryopathy like syndrome	C535542
Kleine-Levin Syndrome	D017593
Microstomia	D008865
Scleromyxedema	D053718
Aspergillosis, Allergic Bronchopulmonary	D001229
Mycetoma	D008271
Sporotrichosis	D013174
Vaginitis	D014627
Adenovirus Infections, Human	D000258
Enterobiasis	D017229
Monkey Diseases	D008992
Oxyuriasis	D010123
Strongyle Infections, Equine	D013319
Eructation	D004884
Epilepsy, Post-Traumatic	D004834
Leukorrhea	D007973
Metabolic Side Effects of Drugs and Substances	D065606
Phaeohyphomycosis	D060446
Mastodynia	D059373
Intracranial Hemorrhage, Hypertensive	D020299
SUNCT Syndrome	D050798
Hemothorax	D006491
Hernia, Hiatal	D006551
Steatorrhea	D045602
Hypothyroidism, Autoimmune	C562768
Lead Poisoning, Nervous System, Adult	D020265
Asthma, Exercise-Induced	D001250
Pedophilia	D010378
Persistent Vegetative State	D018458
Transvestism	D014190
Adiposis Dolorosa	D000274
Facial Nerve Injuries	D020220
Periapical Diseases	D010483
Endotoxin Hyporesponsiveness	C566417
Immunoproliferative Disorders	D007160
Seasonal Affective Disorder	D016574
Anomia	D000849
Diffuse alopecia	C531609
Felty Syndrome	D005258
Speech disturbance - use of faulty phrasing and unrelated words	C538446
Eye Neoplasms	D005134
Tonic Pupil	D015845
Periodontal Abscess	D010508
Trichinellosis	D014235
Infant Nutrition Disorders	D007228
Larva Migrans	D007815
Secernentea Infections	D017190
Sparganosis	D013031
Taeniasis	D013622
Epispadias	D004842
Pityriasis Lichenoides	D017514
Achalasia microcephaly	C536010
Cholecystitis, Acute	D041881
Malaria, Cerebral	D016779
Trypanosomiasis, African	D014353
Encephalomyelitis, Venezuelan Equine	D004685
Jet Lag Syndrome	D020179
Pyometra	D055112
Immunoglobulin Light-chain Amyloidosis	D000075363
Multi-centric Castleman's Disease	C537372
Sarcoma, Myeloid	D023981
Coproporphyria	C535469
Colonic Diseases, Functional	D003109
Acrodynia	D000170
Encephalopathy, Bovine Spongiform	D016643
Hepatopulmonary Syndrome	D020065
Respiratory Aspiration	D053120
Panophthalmitis	D010202
Sexually Transmitted Diseases	D012749
Urological Manifestations	D020924
Rapidly progressive glomerulonephritis with pulmonary hemorrhage	C538458
Spina Bifida Occulta	D016136
Agraphia	D000381
Alexia, Pure	D020237
Apraxia, Ideomotor	D020240
Arthritis, Reactive	D016918
CREST Syndrome	D017675
Encephalomyelitis	D004679
Hypohidrosis	D007007
Kluver-Bucy Syndrome	D020232
Lymphoma, Large-Cell, Immunoblastic	D016400
Paranasal Sinus Neoplasms	D010255
Spondylarthropathies	D025242
Trophoblastic Neoplasms	D014328
Ovotesticular Disorders of Sex Development	D050090
Genital Neoplasms, Male	D005834
Conversion Disorder	D003291
Echolalia	D004454
Cerebellar Neoplasms	D002528
Orbital Pseudotumor	D016727
Panuveitis	D015864
Polyradiculoneuropathy, Chronic Inflammatory Demyelinating	D020277
Heart Murmurs	D006337
Hyperemesis Gravidarum	D006939
Uveitis, Anterior	D014606
Angiomatosis	D000798
Joint Dislocations	D004204
Hearing Loss, Mixed Conductive-Sensorineural	D046089
Parasystole	D017574
Trichomonas Infections	D014245
Trichomonas Vaginitis	D014247
Elephantiasis	D004604
Fat Necrosis	D005218
Eosinophilic pustular folliculitis	C535953
Ureaplasma Infections	D016869
Polymyalgia Rheumatica	D011111
Fetishism, Psychiatric	D005329
Corneal Perforation	D057112
Cutaneous Fistula	D017577
Iris Diseases	D007499
Iritis	D007500
Urinary Bladder Fistula	D001747
Vesicovaginal Fistula	D014719
Herpes Labialis	D006560
Hyaline Membrane Disease	D006819
Vitamin K Deficiency	D014813
Neoplasms, Adipose Tissue	D018205
Dysentery	D004403
Arteriosclerosis Obliterans	D001162
Lichen Planus, Oral	D017676
Periarthritis	D010489
Wounds, Gunshot	D014948
Cicatrix, Hypertrophic	D017439
Juvenile pauciarticular chronic arthritis	C536312
Empyema	D004653
Adenoma, Islet Cell	D007516
Cell Transformation, Viral	D002472
Cestode Infections	D002590
Neuritis, Autoimmune, Experimental	D009444
Skin Diseases, Papulosquamous	D017444
Frostbite	D005627
Optic Nerve Glioma	D020339
Depression, Postpartum	D019052
Brain Contusion	D000070624
Carcinoma, Islet Cell	D018273
Chylous Ascites	D002915
Tuberculoma, Intracranial	D016862
Pasteurella Infections	D010326
Achlorhydria	D000126
Burkholderia Infections	D019121
Chylothorax	D002916
Kidney disorder involving deposition of calcium and oxalate or phosphate in the renal tubules	C531755
Egg Hypersensitivity	D021181
Adenoma, Acidophil	D000239
Embolism, Amniotic Fluid	D004619
Tonsillar Neoplasms	D014067
Wounds, Nonpenetrating	D014949
Synovial Cyst	D013581
Diurnal Enuresis	D053207
Failed Back Surgery Syndrome	D055111
Anosmia	D000086582
Bronchiolitis, Viral	D001990
Communication Disorders	D003147
Endocardial Cushion Defects	D004694
Rhinitis, Atrophic	D012222
Bell Palsy	D020330
Evans Syndrome	C536380
Fasciitis	D005208
Hemarthrosis	D006395
Myasthenia Gravis, Autoimmune, Experimental	D020720
Myasthenia Gravis with Thymus Hyperplasia	C564628
Thrombotic thrombocytopenic purpura, acquired	C536901
Neurosyphilis	D009494
Syphilis, secondary	C536773
Hip Contracture	D006616
Radial Neuropathy	D020425
Shoulder Dislocation	D012783
Dementia, Multi-Infarct	D015161
Body-Weight Trajectory	D000077962
Salivary Gland Diseases	D012466
Sulfhemoglobinemia	D013436
Cystocele	D052858
Pilonidal Sinus	D010864
Testicular Hydrocele	D006848
Exsanguination	D058734
Urea Cycle Disorders, Inborn	D056806
Purpura, Hyperglobulinemic	D011694
